label_ratio,pairs,gain_mean,gain_std,gain_ci95_half_width
0.01,5,0.029340000000000033,0.009972863179649068,0.012382945169182168
0.05,5,0.017779999999999997,0.0007854934754662162,0.0009753189693103523
0.1,5,0.01292000000000002,0.0011009087155618607,0.0013669587174219104
